X,Y,Z,Cu,Mo
3099.95,4464.6738,5194.2319,-0.10981374993640076,-2.343396670901887
3099.95,4471.4834,5180.8667,-0.33407371537442204,-2.6450613175329654
3099.95,4478.2935,5167.5015,-0.33967596307676556,-2.6736342817362733
3099.95,4485.103,5154.1362,-0.30652380155853165,-2.956492329816388
3099.95,4491.9131,5140.7715,-0.38272415486409,-3.0790921435988987
3099.95,4498.7231,5127.4062,-0.4494154282404563,-3.015914572916489
3099.95,4505.5327,5114.041,-0.4764225867439967,-2.937444497683484
3099.95,4512.3428,5100.6763,-0.3681678782788064,-2.7968650215005737
3099.95,4519.1523,5087.311,-0.3438983420137687,-2.780604765034859
3099.95,4525.9624,5073.9458,-0.29840468810676984,-2.6036766723557605
3099.95,4532.772,5060.5806,-0.38272415486409,-2.8646864674418295
3099.95,4539.582,5047.2158,-0.35667351536832426,-2.8823857312635677
3099.95,4546.3921,5033.8506,-0.45098405355249316,-3.1235429180494094
3099.95,4553.2017,5020.4854,-0.46044783165612574,-3.1235429180494094
3099.95,4560.0117,5007.1206,-0.3243446736984644,-2.9004039120967717
3099.95,4566.8213,4993.7554,-0.4185488279011357,-3.101070567236505
3099.95,4573.6313,4980.3901,-0.3886065161165754,-3.244167992155575
3099.95,4580.4414,4967.0249,-0.4926566831506699,-3.411217414944481
3099.95,4587.251,4953.6602,-0.4668071434541564,-3.5065245645421914
3099.95,4594.061,4940.2949,-0.4926566831506699,-3.352378646472307
3099.95,4600.8706,4926.9297,-0.4910213624842178,-2.9759100386069055
3099.95,4382.9556,5287.7876,-0.18632837337294214,-1.870796183083097
3099.95,4376.1455,5274.4224,-0.24846007724803934,-2.538294768367382
3099.95,4369.3354,5261.0571,-0.3147093749776248,-2.6172821392974344
3099.95,4362.5259,5247.6924,-0.3710622321165199,-2.207265822321952
3099.95,4355.7158,5234.3271,-0.15082172694456197,-2.0714654355542166
3099.95,4348.9062,5220.9619,-0.05129224175652562,-2.040213136248448
3099.95,4342.0962,5207.5967,-0.09430958057074615,-1.7602549882320966
3099.95,4335.2861,5194.2319,-0.38566101022483057,-2.813394050232257
3099.95,4328.4766,5180.8667,-0.4155139288112984,-2.1119564689567367
3099.95,4321.6665,5167.5015,-0.4155139288112984,-3.015914572916489
3099.95,4314.8569,5154.1362,-0.4155139288112984,-2.5902538322013813
3099.95,4308.0469,5140.7715,-0.32850267808411165,-2.733352624589457
3099.95,4301.2368,5127.4062,-0.3652818775541805,-3.036533434957924
3099.95,4294.4272,5114.041,-0.44628554012964017,-2.937444497683484
3099.95,4287.6172,5100.6763,-0.32020388674782124,-2.956492329816388
3099.95,4280.8076,5087.311,-0.4478492596605998,-3.3813653430337873
3099.95,4273.9976,5073.9458,-0.48613138516068094,-3.4419881266706813
3099.95,4267.188,5060.5806,-0.4620338722962311,-3.324208563134045
3099.95,4260.3779,5047.2158,-0.4620338722962311,-3.2968103396761093
3099.95,4253.5679,5033.8506,-0.3215822448180687,-2.5902538322013813
3099.95,4246.7583,5020.4854,-0.4064641069413736,-2.995712273753988
3099.95,4239.9482,5007.1206,-0.4231185166304932,-2.9187527140708096
3099.95,4233.1387,4993.7554,-0.3424889004970636,-2.488902623065347
3099.95,4226.3286,4980.3901,-0.3886065161165754,-2.8302008860675105
3099.95,4219.5186,4967.0249,-0.3011037414334833,-2.7968650215005737
3099.95,4212.709,4953.6602,-0.43232102144718476,-3.4419881266706813
3099.95,4205.8989,4940.2949,-0.26136346543395206,-2.12025520290148
3099.95,4199.0894,4926.9297,-0.3038100993690324,-2.780604765034859
3099.95,4004.293,5297.2056,-0.4620338722962311,-3.6888394549139147
3099.95,4010.1948,5285.6221,-0.5869851861720209,-3.4419881266706813
3099.95,4017.0046,5272.2573,-0.5191921927656508,-3.411217414944481
3099.95,4023.8145,5258.8921,-0.44316541766099016,-3.170061851458401
3099.95,4030.6243,5245.5269,-0.5191921927656508,-3.324208563134045
3099.95,4037.4341,5232.1621,-0.4416089995357736,-2.8823857312635677
3099.95,4044.2441,5218.7969,-0.4588643025580504,-2.995712273753988
3099.95,4051.054,5205.4316,-0.4215929656489659,-2.1119564689567367
3099.95,4057.8638,5192.0664,-0.5025251680600996,-2.364449858470847
3099.95,4064.6736,5178.7017,-0.5310266304046842,-2.9187527140708096
3099.95,4071.4834,5165.3364,-0.505836423881534,-2.9759100386069055
3099.95,4078.2935,5151.9712,-0.29705788837026337,-2.4304071009321326
3099.95,4085.1033,5138.606,-0.3974954503648565,-2.3025750930440454
3099.95,4091.9131,5125.2412,-0.43078137763209917,-2.6172821392974344
3099.95,4098.7231,5111.876,-0.5412831130391169,-2.995712273753988
3099.95,4105.5327,5098.5107,-0.5259375695300931,-2.937444497683484
3099.95,4112.3428,5085.146,-0.3900825289660784,-2.718085385555343
3099.95,4119.1523,5071.7808,-0.4246463984741195,-2.718085385555343
3099.95,4125.9624,5058.4155,-0.38272415486409,-2.813394050232257
3099.95,4132.772,5045.0503,-0.46840331043922495,-2.956492329816388
3099.95,4139.582,5031.6855,-0.4019697240867148,-2.718085385555343
3099.95,4146.3921,5018.3203,-0.2548909593070418,-2.6736342817362733
3099.95,4153.2017,5004.9551,-0.3453097728600362,-2.23491709876951
3099.95,4160.0117,4991.5903,-0.44316541766099016,-2.5639368701997967
3099.95,4166.8213,4978.2251,-0.3467231986594076,-2.244306750952305
3099.95,4173.6313,4964.8599,-0.37396498756147767,-2.9759100386069055
3099.95,4180.4414,4951.4946,-0.47160330804989087,-2.733352624589457
3099.95,4187.251,4938.1299,-0.35667351536832426,-3.015914572916489
3099.95,4194.061,4924.7646,-0.49429468247186154,-2.937444497683484
3099.95,4200.8706,4911.3994,-0.4620338722962311,-3.1465319077450333
3099.95,4207.6807,4898.0342,-0.4019697240867148,-2.5639368701997967
3099.8601,3605.2681,5052.208,-0.5621171637691152,-3.170061851458401
3099.8601,3610.0349,5042.8521,-0.49429468247186154,-2.995712273753988
3099.8601,3615.9368,5031.269,-0.5447254513052273,-3.2188508251806955
3099.8601,3624.1086,5015.231,-0.5816040169198722,-3.2968103396761093
3099.8601,3630.4644,5002.7568,-0.5344337829219389,-3.0575864009026774
3099.8601,3637.2744,4989.3921,-0.5175129340658459,-3.036533434957924
3099.8601,3644.0842,4976.0269,-0.4926566831506699,-2.8302008860675105
3099.8601,3650.894,4962.6616,-0.4764225867439967,-3.0790921435988987
3099.8601,3657.7039,4949.2964,-0.49593536923746334,-3.015914572916489
3099.8601,3664.5137,4935.9316,-0.4668071434541564,-2.780604765034859
3099.8601,3671.3235,4922.5664,-0.48126520340277806,-3.1941588223313637
3099.8601,3678.1335,4909.2012,-0.5293273975391223,-3.4419881266706813
3099.8601,3684.9434,4895.8359,-0.5259375695300931,-3.5755150551589585
3099.8601,3691.7532,4882.4712,-0.5259375695300931,-3.0575864009026774
3099.8601,3698.563,4869.106,-0.48613138516068094,-3.352378646472307
3099.8601,3705.3728,4855.7407,-0.5344337829219389,-3.1465319077450333
3099.8601,3712.1829,4842.376,-0.45412870528753574,-3.2188508251806955
3099.8601,3718.9927,4829.0107,-0.463622432457841,-3.101070567236505
3099.8601,3725.8025,4815.6455,-0.4588643025580504,-3.036533434957924
3099.8601,3732.6123,4802.2803,-0.4478492596605998,-2.9759100386069055
3099.8601,3739.4221,4788.9155,-0.38713267867047524,-2.343396670901887
3099.8601,3746.2319,4775.5503,-0.49429468247186154,-2.4418356661407383
3099.8601,3753.042,4762.1851,-0.49429468247186154,-2.8823857312635677
3099.8601,3759.8518,4748.8203,-0.49593536923746334,-3.244167992155575
3099.8601,3766.6616,4735.4551,-0.5108239571007129,-2.7968650215005737
3099.8601,3773.4714,4722.0898,-0.49429468247186154,-2.7968650215005737
3099.8601,3780.2812,4708.7246,-0.40796673456801497,-2.6736342817362733
3099.8601,3787.0913,4695.3599,-0.43540743888737676,-2.3968847835146767
3099.8601,3793.9011,4681.9946,-0.48288463433251966,-3.0790921435988987
3099.8601,3800.938,4668.1841,-0.5293273975391223,-3.352378646472307
3099.8601,3595.2803,5053.9897,-0.48938871172588594,-3.4419881266706813
3099.8601,3589.6052,5042.8521,-0.5942054211124796,-3.816667372111393
3099.8601,3582.7954,5029.4873,-0.48613138516068094,-3.015914572916489
3099.8601,3575.9856,5016.1221,-0.5361417223500322,-3.411217414944481
3099.8601,3569.1758,5002.7568,-0.4926566831506699,-3.5065245645421914
3099.8601,3562.3657,4989.3921,-0.3368709160833094,-1.8773108216633485
3099.8601,3555.5559,4976.0269,-0.48613138516068094,-2.937444497683484
3099.8601,3548.7461,4962.6616,-0.5124920114189995,-3.270142803812532
3099.8601,3541.9363,4949.2964,-0.5378525838266089,-3.5755150551589585
3099.8601,3535.1265,4935.9316,-0.38713267867047524,-1.1874402236915758
3099.8601,3528.3167,4922.5664,-0.43078137763209917,-2.6450613175329654
3099.8601,3521.5066,4909.2012,-0.4732071550595355,-3.1941588223313637
3099.8601,3514.6968,4895.8359,-0.43850341179996943,-2.9759100386069055
3099.8601,3507.887,4882.4712,-0.46044783165612574,-3.1235429180494094
3099.8601,3501.0771,4869.106,-0.43695422721311716,-3.0575864009026774
3099.8601,3494.2673,4855.7407,-0.4004760740609256,-2.937444497683484
3099.8601,3487.4573,4842.376,-0.38566101022483057,-3.244167992155575
3099.8601,3480.6475,4829.0107,-0.4155139288112984,-3.473735816952755
3099.8601,3473.8376,4815.6455,-0.48613138516068094,-3.5065245645421914
3099.8601,3467.0278,4802.2803,-0.3495560577311581,-3.324208563134045
3099.8601,3460.218,4788.9155,-0.27707057407942187,-3.5755150551589585
3099.8601,3453.4082,4775.5503,-0.44005500008395787,-2.8302008860675105
3099.8601,3448.4143,4765.749,-0.4877587221718257,-3.3813653430337873
3100.0,3195.0061,5298.8789,-0.6520033178448155,-3.729659782835556
3100.0,3189.7852,5288.6323,-0.5412831130391169,-2.488902623065347
3100.0,3182.9753,5275.2676,-0.54817968020745,-3.4419881266706813
3100.0,3176.1655,5261.9023,-0.38272415486409,-3.3813653430337873
3100.0,3169.3557,5248.5371,-0.5499112793732863,-3.5755150551589585
3100.0,3162.5459,5235.1724,-0.570927777925758,-3.4419881266706813
3100.0,3155.7358,5221.8071,-0.6520033178448155,-3.244167992155575
3100.0,3148.926,5208.4419,-0.6792423030063112,-3.5065245645421914
3100.0,3142.1162,5195.0767,-0.5816040169198722,-3.5065245645421914
3100.0,3135.3064,5181.7119,-0.6329913745028001,-3.6496202801618196
3100.0,3128.4966,5168.3467,-0.6254866629289988,-3.729659782835556
3100.0,3121.6865,5154.9814,-0.5673942115875099,-3.473735816952755
3100.0,3114.8767,5141.6162,-0.650085775392521,-3.4419881266706813
3100.0,3108.0669,5128.2515,-0.527631047168554,-2.813394050232257
3100.0,3101.2571,5114.8862,-0.6014781672182681,-3.2188508251806955
3100.0,3094.4473,5101.521,-0.5568678170682223,-3.170061851458401
3100.0,3087.6375,5088.1562,-0.5923954691431731,-3.4419881266706813
3100.0,3080.8274,5074.791,-0.648171902873153,-3.729659782835556
3100.0,3074.0176,5061.4258,-0.5869851861720209,-3.611881376626625
3100.0,3067.2078,5048.0605,-0.655849469035831,-3.6496202801618196
3100.0,3060.3979,5034.6958,-0.5412831130391169,-3.77221758573727
3100.0,3053.5881,5021.3306,-0.6348763856452966,-3.5755150551589585
3100.0,3046.7783,5007.9653,-0.6106441174292712,-3.5755150551589585
3100.0,3039.9683,4994.6006,-0.6367649567664561,-3.77221758573727
3100.0,3033.1584,4981.2354,-0.5621171637691152,-3.352378646472307
3100.0,3026.3486,4967.8701,-0.6143341517085282,-2.6172821392974344
3100.0,3020.6738,4956.7324,-0.6254866629289988,-3.4419881266706813
2699.95,4805.6548,5467.4624,-0.49429468247186154,-3.6888394549139147
2699.95,4810.1948,5458.5522,-0.4668071434541564,-3.6496202801618196
2699.95,4814.7349,5449.6426,-0.43232102144718476,-3.2968103396761093
2699.95,4821.5444,5436.2773,-0.43078137763209917,-3.270142803812532
2699.95,4830.6245,5418.457,-0.44005500008395787,-2.9187527140708096
2699.95,4837.4341,5405.0923,-0.45098405355249316,-2.9759100386069055
2699.95,4844.2441,5391.7271,-0.44628554012964017,-3.170061851458401
2699.95,4851.0537,5378.3618,-0.3989846516985999,-3.4419881266706813
2699.95,4857.8638,5364.9966,-0.28901496035232416,-2.8823857312635677
2699.95,4864.6738,5351.6318,-0.46044783165612574,-2.847295027205038
2699.95,4871.4834,5338.2666,-0.4992248404775378,-3.170061851458401
2699.95,4878.2935,5324.9014,-0.43695422721311716,-3.2188508251806955
2699.95,4885.103,5311.5361,-0.5551241405038094,-3.540424966831559
2699.95,4891.9131,5298.1714,-0.5293273975391223,-3.2968103396761093
2699.95,4898.7231,5284.8062,-0.4992248404775378,-3.1235429180494094
2699.95,4905.5327,5271.4409,-0.47803418804107467,-3.2968103396761093
2699.95,4912.3428,5258.0762,-0.509158680554803,-3.244167992155575
2699.95,4919.1523,5244.7109,-0.44628554012964017,-3.244167992155575
2699.95,4925.9624,5231.3457,-0.5008736427491676,-3.3813653430337873
2699.95,4932.772,5217.9805,-0.46840331043922495,-3.324208563134045
2699.95,4939.582,5204.6157,-0.4796483907899605,-3.244167992155575
2699.95,4946.3921,5191.2505,-0.4748135785272081,-3.244167992155575
2699.95,4953.2017,5177.8853,-0.48613138516068094,-2.995712273753988
2699.95,4960.0117,5164.5205,-0.5225591936451927,-3.540424966831559
2699.95,4966.8213,5151.1553,-0.5516458821766418,-3.4419881266706813
2699.95,4973.6313,5137.79,-0.5225591936451927,-3.170061851458401
2699.95,4980.4414,5124.4248,-0.5293273975391223,-3.5755150551589585
2699.95,4987.251,5111.0601,-0.5533834990558641,-3.473735816952755
2699.95,4994.061,5097.6948,-0.5447254513052273,-3.2188508251806955
2699.95,5000.8706,5084.3296,-0.5242469549103689,-3.5065245645421914
2699.95,5007.6807,5070.9644,-0.4668071434541564,-3.170061851458401
2699.95,5014.4907,5057.5996,-0.48126520340277806,-3.270142803812532
2699.95,5021.3003,5044.2344,-0.4764225867439967,-1.5278533171573647
2699.95,5028.1104,5030.8691,-0.43695422721311716,-2.659245751320532
2699.95,5034.9199,5017.5044,-0.44472426200028137,-3.1465319077450333
2699.95,5041.73,5004.1392,-0.4494154282404563,-3.036533434957924
2699.95,5048.5396,4990.7739,-0.4748135785272081,-3.0790921435988987
2699.95,5055.3496,4977.4087,-0.5726992544360047,-3.0790921435988987
2699.95,5064.8833,4958.6978,-0.5208742761192257,-3.324208563134045
2699.95,4794.3052,5467.4624,-0.4620338722962311,-3.9119730066781044
2699.95,4789.7651,5458.5522,-0.463622432457841,-3.77221758573727
2699.95,4782.9556,5445.1875,-0.4732071550595355,-3.729659782835556
2699.95,4776.1455,5431.8223,-0.3652818775541805,-3.6496202801618196
2699.95,4769.3354,5418.457,-0.43540743888737676,-3.4419881266706813
2699.95,4762.5259,5405.0923,-0.3974954503648565,-3.3813653430337873
2699.95,4755.7158,5391.7271,-0.2810362052306782,-3.1465319077450333
2699.95,4748.9062,5378.3618,-0.4572832770603777,-3.473735816952755
2699.95,4742.0962,5364.9966,-0.3754195311567713,-3.3813653430337873
2699.95,4735.2861,5351.6318,-0.43540743888737676,-3.352378646472307
2699.95,4728.4766,5338.2666,-0.42924410067643726,-3.170061851458401
2699.95,4721.6665,5324.9014,-0.4338630394211765,-2.538294768367382
2699.95,4714.8569,5311.5361,-0.48288463433251966,-3.2968103396761093
2699.95,4708.0469,5298.1714,-0.4668071434541564,-2.7488565707445343
2699.95,4701.2368,5284.8062,-0.3812589552835754,-2.9187527140708096
2699.95,4694.4272,5271.4409,-0.42617661831331033,-3.244167992155575
2699.95,4687.6172,5258.0762,-0.44628554012964017,-2.733352624589457
2699.95,4680.8076,5244.7109,-0.3710622321165199,-3.101070567236505
2699.95,4673.9976,5231.3457,-0.33128431717722256,-3.1235429180494094
2699.95,4667.188,5217.9805,-0.14733942915082887,-2.8823857312635677
2699.95,4660.3779,5204.6157,-0.3271147547355978,-2.47692657544778
2699.95,4653.5679,5191.2505,-0.3989846516985999,-3.324208563134045
2699.95,4646.7583,5177.8853,-0.31745285716002086,-3.1941588223313637
2699.95,4639.9482,5164.5205,-0.39600846345441204,-3.244167992155575
2699.95,4633.1387,5151.1553,-0.27312060706086777,-2.4533963548892563
2699.95,4626.3286,5137.79,-0.2256454284002813,-1.9519211791521518
2699.95,4619.5186,5124.4248,-0.5533834990558641,-2.813394050232257
2699.95,4612.709,5111.0601,-0.16134197532132172,-2.6172821392974344
2699.95,4605.8989,5097.6948,-0.22189308347510636,-2.6450613175329654
2699.95,4599.0894,5084.3296,-0.21195512583046608,-2.488902623065347
2699.95,4410.6489,5343.7017,-0.2561821134035804,-2.813394050232257
2699.95,4417.0044,5331.2275,-0.30652380155853165,-2.375145033198519
2699.95,4423.8145,5317.8623,-0.3011037414334833,-2.8823857312635677
2699.95,4430.6245,5304.4971,-0.38713267867047524,-3.473735816952755
2699.95,4437.4341,5291.1323,-0.43850341179996943,-2.956492329816388
2699.95,4444.2441,5277.7671,-0.3581031061341856,-2.937444497683484
2699.95,4451.0537,5264.4019,-0.34108144271012436,-2.703047734329419
2699.95,4457.8638,5251.0366,-0.4588643025580504,-3.015914572916489
2699.95,4464.6738,5237.6719,-0.47160330804989087,-3.0575864009026774
2699.95,4471.4834,5224.3066,-0.5726992544360047,-3.540424966831559
2699.95,4478.2935,5210.9414,-0.44472426200028137,-2.8302008860675105
2699.95,4485.103,5197.5762,-0.4700020292470155,-2.688232868031808
2699.95,4491.9131,5184.2114,-0.4094716234827408,-2.8823857312635677
2699.95,4498.7231,5170.8462,-0.48288463433251966,-3.170061851458401
2699.95,4505.5327,5157.481,-0.42006973842866957,-2.8823857312635677
2699.95,4512.3428,5144.1162,-0.3523969646973772,-2.4418356661407383
2699.95,4519.1523,5130.751,-0.4049637338172623,-2.703047734329419
2699.95,4525.9624,5117.3857,-0.4215929656489659,-2.8646864674418295
2699.95,4532.772,5104.0205,-0.45098405355249316,-2.8646864674418295
2699.95,4539.582,5090.6558,-0.4494154282404563,-2.3859558324269527
2699.95,4546.3921,5077.2905,-0.48288463433251966,-3.1235429180494094
2699.95,4553.2017,5063.9253,-0.36096843350241287,-2.9759100386069055
2699.95,4560.0117,5050.5605,-0.41703022703009823,-2.9187527140708096
2699.95,4566.8213,5037.1953,-0.4231185166304932,-2.995712273753988
2699.95,4573.6313,5023.8301,-0.37833498086696266,-2.8646864674418295
2699.95,4580.4414,5010.4648,-0.4338630394211765,-2.733352624589457
2699.95,4587.251,4997.1001,-0.26526717383476595,-3.036533434957924
2699.95,4594.061,4983.7349,-0.3710622321165199,-2.5770087808876334
2699.95,4600.8706,4970.3696,-0.4064641069413736,-2.9187527140708096
2699.95,4607.6807,4957.0044,-0.3509755023705581,-2.6450613175329654
2699.95,4614.4907,4943.6396,-0.35524596541504094,-2.6036766723557605
2699.95,4621.3003,4930.2744,-0.22941190646696094,-2.1982160687013748
2699.95,4628.1104,4916.9092,-0.413999926272291,-2.6450613175329654
2699.95,4634.6929,4903.9897,-0.43695422721311716,-2.8302008860675105
2699.95,4641.5029,4890.6245,-0.43850341179996943,-2.7646046797007062
2699.95,4648.5396,4876.814,-0.49593536923746334,-2.937444497683484
2699.95,4655.3496,4863.4487,-0.45412870528753574,-2.9759100386069055
2699.95,4661.4785,4851.4204,-0.45412870528753574,-3.015914572916489
2699.9399,4210.1948,5310.6323,-0.4926566831506699,-2.813394050232257
2699.9399,4217.0044,5297.2676,-0.35524596541504094,-2.659245751320532
2699.9399,4223.8145,5283.9023,-0.42617661831331033,-2.8646864674418295
2699.9399,4230.6245,5270.5371,-0.46044783165612574,-2.407934497602489
2699.9399,4237.4341,5257.1724,-0.42617661831331033,-2.6736342817362733
2699.9399,4244.2441,5243.8071,-0.47803418804107467,-3.101070567236505
2699.9399,4251.0537,5230.4419,-0.4588643025580504,-2.847295027205038
2699.9399,4257.8638,5217.0767,-0.4215929656489659,-2.937444497683484
2699.9399,4264.6738,5203.7119,-0.26526717383476595,-2.3859558324269527
2699.9399,4271.4834,5190.3467,-0.43540743888737676,-2.703047734329419
2699.9399,4278.2935,5176.9814,-0.5208742761192257,-2.6736342817362733
2699.9399,4285.103,5163.6162,-0.47160330804989087,-3.1235429180494094
2699.9399,4291.9131,5150.2515,-0.4877587221718257,-2.7488565707445343
2699.9399,4298.7231,5136.8862,-0.3900825289660784,-2.47692657544778
2699.9399,4305.5327,5123.521,-0.31882742593374525,-2.292624861199793
2699.9399,4312.3428,5110.1562,-0.13124714635974888,-1.224172110288696
2699.9399,4319.1523,5096.791,-0.4155139288112984,-2.0024730931637347
2699.9399,4325.9624,5083.4258,-0.32850267808411165,-2.5639368701997967
2699.9399,4332.772,5070.0605,-0.3523969646973772,-2.312625327888461
2699.9399,4339.582,5056.6958,-0.4975787522804805,-2.7968650215005737
2699.9399,4346.3921,5043.3306,-0.5124920114189995,-3.270142803812532
2699.9399,4353.2017,5029.9653,-0.45098405355249316,-2.0325503222223347
2699.9399,4360.0117,5016.6006,-0.5008736427491676,-2.718085385555343
2699.9399,4366.8213,5003.2354,-0.5208742761192257,-2.7646046797007062
2699.9399,4373.6313,4989.8701,-0.4094716234827408,-2.5902538322013813
2699.9399,4380.4414,4976.5049,-0.39452368439140534,-2.8646864674418295
2699.9399,4387.251,4963.1401,-0.43232102144718476,-2.513293778706893
2699.9399,4394.061,4949.7749,-0.5851882437243281,-3.324208563134045
2699.9399,4400.8706,4936.4097,-0.5293273975391223,-3.1235429180494094
2699.9399,4407.6807,4923.0444,-0.4668071434541564,-2.6736342817362733
2699.9399,4414.4907,4909.6797,-0.4246463984741195,-2.23491709876951
2699.9399,4421.3003,4896.3145,-0.4064641069413736,-2.488902623065347
2699.9399,4428.1104,4882.9492,-0.4416089995357736,-2.847295027205038
2699.9399,4434.9199,4869.5845,-0.48450669207331154,-3.0575864009026774
2699.9399,4441.73,4856.2192,-0.4478492596605998,-2.9759100386069055
2699.9399,4448.5396,4842.854,-0.43695422721311716,-2.6736342817362733
2699.9399,4455.3496,4829.4888,-0.4185488279011357,-2.5770087808876334
2699.9399,4462.8403,4814.7876,-0.45412870528753574,-2.7968650215005737
2699.95,4007.2439,5322.4238,-0.19844971921238677,-2.207265822321952
2699.95,4011.3298,5314.4048,-0.41248821247225154,-2.813394050232257
2699.95,4015.8696,5305.4951,-0.2587694336214122,-2.1119564689567367
2699.95,4020.4097,5296.585,-0.21319198283804505,-1.9379350349858047
2699.95,4024.9495,5287.6748,-0.19844971921238677,-2.419107673358064
2699.95,4029.4893,5278.7646,-0.37396498756147767,-2.780604765034859
2699.95,4034.0293,5269.8545,-0.43540743888737676,-2.407934497602489
2699.95,4038.5691,5260.9448,-0.31608017523230725,-2.253785405060441
2699.95,4043.1091,5252.0347,-0.13926091790888084,-1.9310146400336197
2699.95,4047.6489,5243.1245,-0.25102746945752774,-2.1370621799761103
2699.95,4052.189,5234.2144,-0.3509755023705581,-2.0479351227125266
2699.95,4056.7288,5225.3042,-0.33967596307676556,-1.9661057135412
2699.95,4061.2688,5216.394,-0.44472426200028137,-3.036533434957924
2699.95,4065.8086,5207.4844,-0.08773782260554586,-1.9519211791521518
2699.95,4070.3484,5198.5742,-0.19479786323897677,-2.087465648893489
2699.95,4074.8884,5189.6641,-0.28768073911933645,-2.659245751320532
2699.95,4079.4282,5180.7539,-0.15899455915820254,-1.8971133182414368
2699.95,4083.9683,5171.8438,-0.15665264045541752,-2.1455727972123593
2699.95,4088.5081,5162.9341,-0.26136346543395206,-2.063560318538798
2699.95,4093.0481,5154.0239,-0.2561821134035804,-2.488902623065347
2699.95,4097.5879,5145.1138,-0.21815476602284956,-2.063560318538798
2699.95,4102.1279,5136.2036,-0.2850176252459473,-2.8302008860675105
2699.95,4106.668,5127.2935,-0.43232102144718476,-3.270142803812532
2699.95,4111.2075,5118.3838,-0.22815483685713603,-2.1892474791554735
2699.95,4115.7476,5109.4736,-0.35524596541504094,-2.7968650215005737
2699.95,4120.2876,5100.5635,-0.41248821247225154,-3.0575864009026774
2699.95,4124.8271,5091.6533,-0.4764225867439967,-2.12025520290148
2699.95,4129.3672,5082.7432,-0.4277091833143289,-2.9004039120967717
2699.95,4133.9072,5073.833,-0.41248821247225154,-2.3968847835146767
2699.95,4138.4473,5064.9233,-0.42006973842866957,-2.5010238366702926
2699.95,4142.9868,5056.0132,-0.30516602994161784,-2.353867861121208
2699.95,4147.5269,5047.103,-0.29705788837026337,-2.52571614438638
2699.95,4152.0669,5038.1929,-0.3495560577311581,-2.813394050232257
2699.95,4156.6069,5029.2827,-0.4231185166304932,-2.5902538322013813
2699.95,4161.1465,5020.373,-0.35524596541504094,-2.659245751320532
2699.95,4165.6865,5011.4629,-0.18512428075797852,-1.4653332394653846
2699.95,4170.2266,5002.5527,-0.2903509641101577,-2.1119564689567367
2699.95,4174.7661,4993.6426,-0.45412870528753574,-2.718085385555343
2699.95,4179.3062,4984.7324,-0.3481386250593032,-2.5010238366702926
2699.95,4183.8462,4975.8223,-0.43850341179996943,-2.733352624589457
2699.95,4188.3862,4966.9126,-0.4231185166304932,-2.465092257855142
2699.95,4192.9258,4958.0024,-0.30245600485487784,-3.015914572916489
2699.95,4197.4658,4949.0923,-0.3681678782788064,-2.733352624589457
2699.95,4202.0059,4940.1821,-0.2587694336214122,-2.6172821392974344
2699.95,3996.575,5329.9976,-0.5621171637691152,-3.6888394549139147
2699.95,3993.1702,5323.3149,-0.5887853634355238,-2.937444497683484
2699.95,3988.6301,5314.4048,-0.5905887871823305,-2.2163982224831504
2699.95,3984.0903,5305.4951,-0.3915607236503262,-2.4533963548892563
2699.95,3979.5503,5296.585,-0.3368709160833094,-2.7488565707445343
2699.95,3975.0105,5287.6748,-0.3523969646973772,-3.1465319077450333
2699.95,3970.4707,5278.7646,-0.26787813796691307,-2.4304071009321326
2699.95,3965.9307,5269.8545,-0.2561821134035804,-2.659245751320532
2699.95,3961.3909,5260.9448,-0.21071979674851335,-2.292624861199793
2699.95,3956.8508,5252.0347,-0.09981923031044566,-2.465092257855142
2699.95,3952.311,5243.1245,-0.17673598518334357,-2.538294768367382
2699.95,3947.771,5234.2144,-0.37396498756147767,-1.3280216794181292
2699.95,3943.2312,5225.3042,-0.4700020292470155,-2.937444497683484
2699.95,3938.6912,5216.394,-0.47803418804107467,-2.333033991253544
2699.95,3934.1514,5207.4844,-0.21815476602284956,-2.12025520290148
2699.95,3929.6116,5198.5742,-0.32020388674782124,-2.3859558324269527
2699.95,3925.0715,5189.6641,-0.28768073911933645,-2.847295027205038
2699.95,3920.5317,5180.7539,-0.3438983420137687,-3.170061851458401
2699.95,3915.9917,5171.8438,-0.21071979674851335,-1.698263661674772
2699.95,3911.4519,5162.9341,-0.43078137763209917,-1.5798742558354064
2699.95,3906.9119,5154.0239,-0.47803418804107467,-2.8646864674418295
2699.95,3902.3721,5145.1138,-0.5726992544360047,-1.9519211791521518
2699.95,3897.832,5136.2036,-0.46840331043922495,-2.2827726618243553
2699.95,3893.2922,5127.2935,-0.5833945244877364,-3.1465319077450333
2699.95,3888.7522,5118.3838,-0.3106082128399359,-3.0575864009026774
2699.95,3884.2124,5109.4736,-0.4064641069413736,-2.937444497683484
2699.95,3879.6726,5100.5635,-0.3652818775541805,-2.847295027205038
2699.95,3875.1326,5091.6533,-0.3638419945694592,-3.270142803812532
2699.95,3870.5928,5082.7432,-0.31745285716002086,-2.375145033198519
2699.95,3866.0527,5073.833,-0.32020388674782124,-2.813394050232257
2699.95,3861.5129,5064.9233,-0.40796673456801497,-1.807882753615553
2699.95,3856.9729,5056.0132,-0.3797958993723511,-2.995712273753988
2699.95,3852.4331,5047.103,-0.37687619353136664,-3.170061851458401
2699.95,3847.8931,5038.1929,-0.44628554012964017,-3.170061851458401
