X,Y,Z,Cu,Mo
3499.95,4030.6243,5197.3169,-0.5673942115875099,-2.9759100386069055
3499.95,4037.4341,5183.9521,-0.5242469549103689,-3.0575864009026774
3499.95,4044.2441,5170.5869,-0.5327287555779789,-3.2188508251806955
3499.95,4051.054,5157.2217,-0.5225591936451927,-3.1465319077450333
3499.95,4057.8638,5143.8564,-0.5293273975391223,-2.9004039120967717
3499.95,4064.6736,5130.4917,-0.5586145393521191,-2.9759100386069055
3499.95,4071.4834,5117.1265,-0.4796483907899605,-2.9004039120967717
3499.95,4078.2935,5103.7612,-0.43078137763209917,-2.5510336318619067
3499.95,4085.1033,5090.396,-0.5141628527921008,-2.733352624589457
3499.95,4091.9131,5077.0312,-0.48938871172588594,-2.995712273753988
3499.95,4098.7231,5063.666,-0.4185488279011357,-2.956492329816388
3499.95,4105.5327,5050.3008,-0.29705788837026337,-2.8302008860675105
3499.95,4112.3428,5036.936,-0.38713267867047524,-2.688232868031808
3499.95,4119.1523,5023.5708,-0.48288463433251966,-2.8823857312635677
3499.95,4125.9624,5010.2056,-0.4992248404775378,-2.9759100386069055
3499.95,4132.772,4996.8403,-0.5208742761192257,-2.937444497683484
3499.95,4139.582,4983.4756,-0.4494154282404563,-2.5510336318619067
3499.95,4146.3921,4970.1104,-0.5430028009613111,-2.9004039120967717
3499.95,4153.2017,4956.7451,-0.48613138516068094,-2.813394050232257
3499.95,4160.0117,4943.3804,-0.44472426200028137,-2.703047734329419
3499.95,4166.8213,4930.0151,-0.46521352015851825,-2.7646046797007062
3499.95,4173.6313,4916.6499,-0.4557047472590887,-2.733352624589457
3499.95,4180.4414,4903.2847,-0.4796483907899605,-2.513293778706893
3499.95,4187.251,4889.9199,-0.46521352015851825,-2.312625327888461
3499.95,4194.061,4876.5547,-0.4416089995357736,-3.036533434957924
3499.95,4200.8706,4863.1895,-0.46521352015851825,-2.7488565707445343
3499.95,4207.6807,4849.8242,-0.46521352015851825,-2.956492329816388
3499.95,4214.4907,4836.4595,-0.41703022703009823,-2.8646864674418295
3499.95,4221.3003,4823.0942,-0.41248821247225154,-2.995712273753988
3499.95,4228.1104,4809.729,-0.48938871172588594,-3.2188508251806955
3499.95,4234.9199,4796.3643,-0.5124920114189995,-3.1235429180494094
3499.95,4241.73,4782.999,-0.4668071434541564,-2.9759100386069055
3499.95,4248.5396,4769.6338,-0.47803418804107467,-3.101070567236505
3499.95,4255.3496,4756.2686,-0.48288463433251966,-3.015914572916489
3499.95,4262.1597,4742.9038,-0.43232102144718476,-2.847295027205038
3499.95,4268.9692,4729.5386,-0.40796673456801497,-2.7646046797007062
3499.95,4275.7793,4716.1733,-0.38272415486409,-2.847295027205038
3499.95,4282.5889,4702.8086,-0.4215929656489659,-2.9004039120967717
3499.95,4289.3989,4689.4434,-0.45255514331620694,-3.0575864009026774
3500.0,2393.8711,5020.4014,-0.65392454433159,-3.816667372111393
3500.0,2389.7852,5012.3823,-0.5833945244877364,-3.540424966831559
3500.0,2382.9753,4999.0176,-0.6033046484082619,-3.729659782835556
3500.0,2376.1655,4985.6523,-0.5887853634355238,-3.6496202801618196
